1,BCRP,MDR1,MRP1,MRP2,MRP3,MRP4,MRP5,MRP6,MRP7,MRP8,MRP9,SMILES
NISOLDIPINE; NISOLDIPINE,-7.0,-8.6,-6.1,-6.2,-7.2,-6.4,-5.9,-4.5,-5.1,-6.8,-6.0,COC(=O)[C@H]1C(C)=NC(C)=C(C(=O)OCC(C)C)[C@@H]1c1ccccc1[N+](=O)[O-]
NOLVADEX; TAMOXIFEN CITRATE,-8.3,-7.5,-6.6,-5.1,-6.9,-6.6,-7.8,-3.9,-5.2,-6.8,-6.0,CC/C(=C(\c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1
NORCURON; VECURONIUM BROMIDE,-3.2,0.4,-5.7,-1.7,-2.2,-2.3,-2.5,-3.3,-3.3,0.6,-2.5,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[NH+]1CCCCC1
NOXAFIL; POSACONAZOLE,-8.7,-10.3,-9.3,-9.2,-7.2,-6.8,-10.5,-5.9,-5.9,-7.0,-9.1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
NUCYNTA ER; TAPENTADOL HYDROCHLORIDE,-4.3,-3.6,-2.4,-3.5,-4.8,-4.5,-4.9,-4.4,-5.0,-1.4,-3.9,CC[C@@H](c1cccc(O)c1)[C@@H](C)C[NH+](C)C
NUMORPHAN; OXYMORPHONE HYDROCHLORIDE,-5.9,-4.7,-6.2,0.0,-6.1,-4.9,-5.7,-4.7,-5.9,-5.1,-5.4,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
NUTRESTORE; GLUTAMINE,-2.9,-3.7,-3.5,-3.9,-5.2,-5.0,-0.1,-4.1,-3.3,-5.6,-5.4,NC(=O)CC[C@H]([NH3+])C(=O)[O-]
NYSTAFORM; CLIOQUINOL,-7.3,-5.8,-5.7,-3.9,-5.2,-5.0,-7.6,-4.9,-5.0,-6.0,-5.6,[O-]c1c(I)cc(Cl)c2cccnc12
OCTREOTIDE ACETATE; OCTREOTIDE ACETATE,-11.9,-3.4,-9.5,-13.3,-10.9,-13.3,-6.6,0.0,-6.2,-10.9,-6.3,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
OLANZAPINE AND FLUOXETINE HYDROCHLORIDE; OLANZAPINE,-7.4,-8.3,-5.0,-4.3,-5.1,-5.5,-6.9,-3.9,-4.4,-4.8,-5.5,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CC[NH+](C)CC1
OLOPATADINE HYDROCHLORIDE; OLOPATADINE HYDROCHLORIDE,-6.7,-5.5,-5.5,-4.7,-5.4,-9.7,-6.3,-4.5,-5.0,-4.3,-7.8,C[NH+](C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)[O-])cc21
ONDANSETRON HYDROCHLORIDE AND DEXTROSE IN PLASTIC CONTAINER; ONDANSETRON HYDROCHLORIDE,-8.0,-7.7,-5.3,-4.8,-6.3,-6.3,-6.8,-4.4,-5.3,-6.1,-6.2,Cc1[nH+]ccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O
OPSUMIT; MACITENTAN,-10.4,-8.7,-7.1,-5.3,-8.8,-6.8,-7.4,-6.1,-6.1,-9.0,-7.5,CCCNS(=O)(=O)[N-]c1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
OPTIMINE; AZATADINE MALEATE,-3.6,-4.9,-4.5,-3.9,-4.6,-5.4,-6.0,-3.6,-3.9,-6.2,-6.0,C[NH+]1CCC(=C2c3ccccc3CCc3cccnc32)CC1
ORAP; PIMOZIDE,-9.2,-7.8,-8.6,-5.4,-6.0,-7.4,-7.4,-4.8,-5.4,-6.2,-6.4,O=c1[nH]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
ORAVERSE; PHENTOLAMINE MESYLATE,-4.0,-4.0,-4.9,-4.1,-5.3,-5.7,-5.5,-4.0,-4.5,-6.0,-6.2,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1
ORFADIN; NITISINONE,-5.6,-7.4,-5.5,-6.4,-5.0,-5.1,-3.9,-2.4,-4.5,-5.2,-6.8,O=C1CCCC(=O)C1=C([O-])c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
ORINASE; TOLBUTAMIDE,-5.0,-5.8,-4.2,-1.6,-3.7,-3.8,-4.8,-1.9,-3.2,-3.4,-4.4,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1
ORNIDYL; EFLORNITHINE HYDROCHLORIDE,-3.9,-3.7,-4.1,-4.4,-4.4,-6.6,-5.3,-6.7,-3.9,-5.7,-4.2,N[C@](CCC[NH3+])(C(=O)[O-])C(F)F
OSELTAMIVIR PHOSPHATE; OSELTAMIVIR PHOSPHATE,-5.5,-6.1,-4.9,-4.6,-4.8,-5.4,-6.4,-5.2,-4.1,-5.1,-5.4,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1
OTEZLA; APREMILAST,-8.8,-5.3,-8.2,-4.7,-6.2,-5.8,-6.8,-4.2,-4.6,-3.6,-5.4,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
OTREXUP; METHOTREXATE,-7.9,-9.5,-7.9,-7.6,-8.0,-9.0,-14.1,-6.8,-8.4,-6.6,-9.1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
OXAZEPAM; OXAZEPAM,-7.1,-8.0,-5.9,-7.7,-7.8,-7.6,-7.8,-5.1,-5.1,-6.6,-7.4,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O
OXCARBAZEPINE; OXCARBAZEPINE,-6.4,-7.5,-5.5,-3.6,-6.5,-6.0,-6.2,-4.2,-5.3,-4.8,-5.7,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
OXY-KESSO-TETRA; OXYTETRACYCLINE HYDROCHLORIDE,-9.6,-10.2,-8.9,-9.7,-9.7,-8.4,-10.4,-7.1,-7.9,-7.5,-8.0,CN(C)[C@@H]1C(=O)C(C(N)=O)=C([O-])[C@@]2(O)C([O-])=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@H]12
OXYPHENBUTAZONE; OXYPHENBUTAZONE,-9.2,-8.0,-6.1,-4.5,-5.8,-8.4,-8.0,-3.9,-4.9,-5.5,-7.6,CCCCc1c([O-])n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O
OXYTOCIN 10 USP UNITS IN DEXTROSE 5%; OXYTOCIN,-11.1,-9.4,-11.4,-11.1,-10.6,-10.3,-11.8,-12.3,-11.2,-10.2,-12.0,CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC1=O
PANRETIN; ALITRETINOIN,-8.7,-6.7,-6.6,-6.0,-5.8,-5.5,-8.0,-4.2,-3.7,-7.8,-8.6,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)[O-])C(C)(C)CCC1
PAREDRINE; HYDROXYAMPHETAMINE HYDROBROMIDE,-5.3,-5.3,-4.6,-4.2,-4.2,-4.6,-5.3,-4.7,-4.9,-4.2,-4.4,C[C@@H]([NH3+])Cc1ccc(O)cc1
PARNATE; TRANYLCYPROMINE SULFATE,-4.2,-4.7,-3.7,-2.9,-3.6,-4.6,-5.2,-4.1,-3.8,-4.2,-4.4,[NH3+][C@H]1C[C@@H]1c1ccccc1
PAROXETINE HYDROCHLORIDE; PAROXETINE HYDROCHLORIDE,-10.1,-8.2,-5.4,-3.7,-6.0,-6.4,-5.8,-4.6,-5.8,-5.8,-8.0,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1
PARSIDOL; ETHOPROPAZINE HYDROCHLORIDE,-6.7,-4.9,-5.0,-4.7,-5.2,-5.0,-6.0,-4.5,-3.3,-4.2,-5.4,CC[NH+](CC)[C@H](C)CN1c2ccccc2Sc2ccccc21
PAXIPAM; HALAZEPAM,-7.5,-9.0,-5.6,-4.2,-6.2,-6.8,-8.1,-4.7,-4.2,-3.8,-5.5,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
PBZ-SR; TRIPELENNAMINE HYDROCHLORIDE,-3.7,-3.7,-4.6,-3.8,-5.4,-5.6,-3.8,-5.1,-5.1,-4.8,-4.8,C[NH+](C)CCN(Cc1ccccc1)c1ccccn1
PENETREX; ENOXACIN,-7.2,-6.4,-5.2,-7.7,-4.8,-5.6,-8.7,-4.6,-3.5,-3.8,-5.9,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21
PENICILLIN G SODIUM; PENICILLIN G SODIUM,-6.0,-7.4,-5.9,-4.7,-5.9,-4.7,-9.7,-4.4,-4.8,-6.7,-7.6,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
PENTOXIFYLLINE; PENTOXIFYLLINE,-7.6,-6.1,-5.4,-5.1,-3.4,-4.0,-5.2,-3.7,-4.0,-4.7,-4.5,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
PEPTAVLON; PENTAGASTRIN,-11.7,-11.0,-10.5,-12.9,-12.1,-11.4,-16.4,-10.4,-10.4,-11.0,-12.9,CSCC[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](Cc1ccccc1)C(N)=O
PERGOLIDE MESYLATE; PERGOLIDE MESYLATE,-11.5,-11.9,-8.6,-7.2,-9.1,-8.5,-7.4,-6.2,-7.2,-10.6,-9.8,C[C@@H](CCO)N(C)C(=O)CCCN1c2ccccc2N(Cc2ccc(C([O-])(C(F)(F)F)C(F)(F)F)cc2)S1(=O)=O
PHOSPHOLINE IODIDE; ECHOTHIOPHATE IODIDE,-3.8,-4.1,-3.6,-4.0,-3.6,-4.2,-3.2,-3.6,-3.6,-2.6,-2.2,CCOP(=O)(OCC)SCC[N+](C)(C)C
PINDAC; PINACIDIL,-5.2,-5.9,-5.0,-4.7,-5.5,-4.6,-6.2,-5.7,-5.3,-4.4,-5.2,C[C@@H](N/C(=N/C#N)Nc1ccncc1)C(C)(C)C
PINDOLOL; PINDOLOL,-5.7,-6.5,-4.5,-4.7,-5.5,-7.1,-8.1,-5.3,-5.6,-6.0,-5.6,CC(C)[NH2+]C[C@H](O)COc1cccc2[nH]ccc12
PIPERACILLIN AND TAZOBACTAM; TAZOBACTAM SODIUM,-3.2,-5.4,-4.3,-3.1,-4.2,-6.1,-10.0,-3.2,-3.3,-3.9,-3.9,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O
PITAVASTATIN; PITAVASTATIN,-10.8,-11.9,-9.4,-7.2,-7.5,-11.1,-10.9,-7.2,-6.0,-10.6,-9.8,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
PLENAXIS; ABARELIX,-6.1,-0.4,-3.0,-7.4,-2.5,-6.9,1.7,0.0,-5.4,-6.6,0.0,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
PLIAGLIS; TETRACAINE,-7.9,-7.7,-2.9,-2.1,-4.2,-4.6,-4.4,-4.1,-3.5,-4.2,-3.1,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
POTIGA; EZOGABINE,-7.3,-6.2,-6.6,-5.4,-5.3,-6.8,-6.8,-4.7,-6.4,-6.6,-7.4,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
POVAN; PYRVINIUM PAMOATE,-8.7,-10.5,-8.1,-6.0,-7.8,-8.8,-7.9,-6.4,-4.6,-7.9,-10.8,O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
PRANTAL; DIPHEMANIL METHYLSULFATE,-7.2,-7.9,-5.7,-3.9,-5.5,-4.4,-4.1,-3.3,-4.7,-6.1,-5.6,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
PRAVACHOL; PRAVASTATIN SODIUM,-10.8,-10.6,-9.0,-9.0,-8.2,-10.8,-11.5,-6.7,-6.9,-10.2,-11.8,CC[C@H](C)C(=O)O[C@H]1C[C@@H](O)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21
PRE-SATE; CHLORPHENTERMINE HYDROCHLORIDE,-5.1,-5.3,-4.3,-3.0,-5.1,-4.6,-4.4,-3.3,-4.4,-4.0,-3.8,CC(C)([NH3+])Cc1ccc(Cl)cc1
PREFRIN-A; PYRILAMINE MALEATE,-4.7,-4.4,-5.0,-2.9,-3.6,-5.4,-4.7,-3.6,-4.9,-1.6,-3.0,COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1
PRELAY; TROGLITAZONE,-9.7,-10.7,-7.4,-7.8,-8.8,-8.8,-9.5,-5.5,-5.4,-6.9,-7.0,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)[N-]C3=O)cc1)O2
PRISCOLINE; TOLAZOLINE HYDROCHLORIDE,-7.3,-9.1,-6.4,-5.6,-6.1,-7.3,-7.7,-4.5,-5.1,-5.8,-6.3,CN1c2ccc(Cl)cc2C(c2ccccc2)=NC[C@@H]1CCNC(=O)c1cccs1
PRISMASOL B22GK 2/0 IN PLASTIC CONTAINER; LACTIC ACID,-3.7,-3.3,-4.6,-4.1,-3.8,-5.9,-7.3,-3.7,-3.4,-5.0,-5.3,C[C@H](O)C(=O)[O-]
PROCAINAMIDE HCL; PROCAINAMIDE HYDROCHLORIDE,-3.4,-6.2,-4.3,-1.5,-3.8,-4.0,-6.2,-2.8,-2.4,-4.1,-2.5,CC[NH+](CC)CCNC(=O)c1ccc(N)cc1
PROFENAL; SUPROFEN,-7.4,-7.2,-6.0,-6.2,-6.0,-7.5,-8.8,-4.2,-4.2,-7.0,-7.1,C[C@@H](C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1
PROMACTA; ELTROMBOPAG OLAMINE,-9.4,-10.3,-7.9,-7.8,-5.8,-9.5,-11.9,-4.7,-5.1,-6.6,-6.9,Cc1ccc(-n2nc(C)c(/N=N/c3cccc(-c4cccc(C(=O)[O-])c4)c3O)c2O)cc1C
PROPAFENONE HYDROCHLORIDE; PROPAFENONE HYDROCHLORIDE,-6.6,-8.8,-6.5,-5.1,-7.4,-7.2,-7.1,-6.5,-5.3,-6.9,-7.2,CCC[NH2+]C[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1
PROSTIN F2 ALPHA; DINOPROST TROMETHAMINE,-9.5,-7.6,-7.3,-8.8,-6.9,-9.4,-9.1,-5.3,-5.7,-8.5,-9.7,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O
PROTRIPTYLINE HYDROCHLORIDE; PROTRIPTYLINE HYDROCHLORIDE,-6.1,-7.0,-6.0,-5.3,-4.6,-6.0,-5.8,-4.5,-5.5,-5.5,-7.4,C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21
PROVAYBLUE; METHYLENE BLUE,-6.7,-7.0,-5.1,-4.2,-4.9,-4.9,-5.5,-3.3,-4.5,-4.8,-5.0,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
PROVOCHOLINE; METHACHOLINE CHLORIDE,-2.7,-3.5,-3.1,-1.7,-2.8,-2.1,-2.9,-2.4,-3.1,-3.2,-2.3,CC(=O)O[C@H](C)C[N+](C)(C)C
PYLERA; TETRACYCLINE,-8.9,-8.7,-6.6,-5.1,-3.0,-6.5,-7.7,-6.5,-6.0,-5.3,-4.2,CN(C)[C@@H]1C(=O)C(C(N)=O)=C([O-])[C@@]2(O)C([O-])=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
QSYMIA; TOPIRAMATE,-5.7,-6.7,-5.1,-4.4,-5.6,-4.7,-4.9,-4.2,-4.7,-5.7,-5.7,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
QUALAQUIN; QUININE SULFATE,-5.4,-8.2,-5.1,-5.0,-5.7,-6.5,-6.3,-4.9,-5.4,-4.5,-6.6,C=C[C@H]1C[N@H+]2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
QUARZAN; CLIDINIUM BROMIDE,-9.0,-7.5,-6.3,-5.2,-5.6,-6.7,-7.7,-3.9,-5.4,-4.7,-6.7,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1C(=O)CCC2
QUETIAPINE FUMARATE; QUETIAPINE FUMARATE,-7.5,-8.6,-5.3,-5.9,-7.1,-7.5,-6.4,-5.9,-5.8,-6.1,-7.0,OCCOCC[NH+]1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
QUTENZA; CAPSAICIN,-8.6,-7.2,-5.6,-5.4,-5.8,-4.9,-6.5,-4.8,-5.7,-5.2,-6.6,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
R-GENE 10; ARGININE HYDROCHLORIDE,-2.1,-4.5,-2.3,-2.3,-2.2,-6.2,-2.2,-4.7,-2.0,-5.1,-5.7,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]
RALTEGRAVIR; RALTEGRAVIR,-10.2,-10.1,-6.9,-6.9,-6.8,-7.8,-10.8,-6.3,-5.8,-7.9,-8.3,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
RAMELTEON; RAMELTEON,-7.9,-5.6,-5.6,-4.1,-5.9,-6.2,-5.7,-3.9,-5.0,-5.9,-6.6,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
RANITIDINE HYDROCHLORIDE; RANITIDINE HYDROCHLORIDE,-10.0,-10.2,-6.8,-7.4,-6.4,-8.0,-10.0,-5.6,-4.5,-8.1,-7.6,CCCCCOC(=O)c1c(C)oc2cc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)ccc12
RAPAFLO; SILODOSIN,-7.6,-8.8,-7.7,-6.8,-8.0,-6.6,-7.1,-6.3,-2.8,-6.9,-4.2,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F
RAPAMUNE; SIROLIMUS,0.0,0.0,-8.5,-7.7,-6.7,0.0,-5.8,0.0,-5.7,-6.1,0.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
RAVOCAINE AND NOVOCAIN W/ LEVOPHED; PROPOXYCAINE HYDROCHLORIDE,-11.7,-9.6,-8.1,-6.6,-7.2,-7.9,-6.9,-5.0,-6.6,-7.1,-7.3,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(OCc3ccc(F)cc3)cc(O)c21
RAXAR; GREPAFLOXACIN HYDROCHLORIDE,-6.7,-7.5,-7.0,-6.4,-6.4,-7.7,-7.8,-5.8,-4.3,-5.8,-6.8,Cc1c(F)c(N2CC[NH2+][C@H](C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1
RECLAST; ZOLEDRONIC ACID,-5.9,-10.2,-6.0,-8.8,-7.2,-8.2,-9.8,-8.5,-7.1,-7.5,-8.7,O=P([O-])([O-])[C@](O)(Cn1ccnc1)[P@@](=O)([O-])O
RELENZA; ZANAMIVIR,-6.1,-7.5,-5.4,-5.7,-6.4,-9.1,-7.7,-7.8,-5.7,-7.0,-6.2,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(N)=[NH2+]
RENACIDIN; GLUCONOLACTONE,-6.8,-5.6,-5.3,-5.3,-5.4,-5.2,-5.4,-5.9,-6.0,-3.7,-5.8,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
RENORMAX; SPIRAPRIL HYDROCHLORIDE,-6.0,-6.0,-6.1,-5.8,-6.5,-7.7,-9.6,-5.2,-4.5,-5.3,-10.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2
REQUIP; ROPINIROLE HYDROCHLORIDE,-5.4,-4.5,-4.7,-4.7,-3.6,-5.0,-5.1,-4.4,-4.3,-2.4,-6.2,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2
RESCRIPTOR; DELAVIRDINE MESYLATE,-6.9,-8.0,-5.6,-4.8,-6.1,-5.2,-7.3,-4.4,-3.2,-5.5,-5.7,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
RESTORIL; TEMAZEPAM,-8.4,-8.4,-6.2,-5.4,-6.2,-7.0,-7.2,-4.3,-5.4,-5.1,-6.8,CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21
REVATIO; SILDENAFIL CITRATE,-8.6,-7.6,-6.2,-4.8,-5.0,-6.5,-7.5,-4.9,-5.0,-5.4,-5.6,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
REVEX; NALMEFENE HYDROCHLORIDE,-4.7,-6.5,-6.7,-5.1,-6.0,-5.8,-5.5,-5.4,-5.2,-3.8,-7.3,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5
RIFADIN; RIFAMPIN,0.0,0.0,-6.2,-7.1,0.0,0.0,-6.5,-7.3,-6.5,-6.6,-7.1,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
RILUTEK; RILUZOLE,-5.7,-5.9,-4.9,-3.4,-4.5,-4.7,-5.1,-2.6,-4.5,-3.9,-5.1,Nc1nc2ccc(OC(F)(F)F)cc2s1
RIMADYL; CARPROFEN,-7.8,-9.0,-5.2,-6.3,-5.1,-7.9,-8.2,-4.4,-4.7,-5.3,-7.4,C[C@H](C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12
RISPERDAL CONSTA; RISPERIDONE,-9.8,-6.6,-6.7,-4.6,-6.7,-7.4,-8.0,-4.7,-4.9,-6.0,-6.2,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
RITODRINE HCL; RITODRINE HYDROCHLORIDE,-8.6,-5.7,-6.1,-3.8,-6.7,-3.3,-5.6,-5.3,-4.5,-4.4,-6.0,C[C@H]([NH2+]CCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
SABRIL; VIGABATRIN,-2.3,-2.1,-2.2,-2.9,-4.1,-4.6,-6.6,-3.3,-1.7,-4.5,-5.6,C=C[C@H]([NH3+])CCC(=O)[O-]
SALONPAS; MENTHOL,-5.6,-5.0,-4.1,-2.1,-4.4,-4.2,-4.4,-4.0,-4.3,-4.3,-3.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
SAMSCA; TOLVAPTAN,-8.2,-8.8,-7.1,-5.3,-7.1,-7.7,-6.0,-4.1,-4.8,-6.3,-5.8,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
SANCUSO; GRANISETRON,-7.2,-7.7,-4.3,-5.2,-5.8,-5.5,-6.5,-4.7,-4.8,-4.1,-6.2,Cn1nc(C(=O)N[C@@H]2C[C@H]3CCC[C@@H](C2)[N@H+]3C)c2ccccc21
SANSERT; METHYSERGIDE MALEATE,-8.2,-8.0,-5.9,-6.6,-6.9,-6.4,-6.2,-5.1,-5.5,-5.8,-6.5,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
SAPHRIS; ASENAPINE MALEATE,-5.7,-7.7,-5.4,-5.0,-4.2,-5.6,-5.4,-5.0,-4.4,-5.3,-5.7,C[N@H+]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
SAVELLA; MILNACIPRAN HYDROCHLORIDE,-4.7,-5.6,-5.1,-2.6,-4.7,-5.1,-2.4,-3.8,-5.5,-4.9,-4.8,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+]
SAXAGLIPTIN;METFORMIN HYDROCHLORIDE; SAXAGLIPTIN,-4.6,-8.4,-6.7,-6.2,-6.6,-5.7,-6.0,-4.0,-4.3,-6.8,-6.8,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2
SCOPOLAMINE; SCOPOLAMINE,-8.4,-9.0,-6.4,-6.3,-6.8,-6.5,-7.3,-6.2,-6.4,-6.2,-6.2,CN1[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12
SERENTIL; MESORIDAZINE BESYLATE,-7.9,-6.0,-5.3,-5.8,-5.9,-5.5,-6.1,-2.4,-5.7,-4.6,-3.9,C[N@H+]1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@](C)=O)cc21
SEROMYCIN; CYCLOSERINE,-5.4,-3.9,-3.3,-3.3,-4.1,-4.1,-4.4,-3.5,-3.7,-4.0,-3.6,N[C@@H]1CONC1=O
SERTRALINE HYDROCHLORIDE; SERTRALINE HYDROCHLORIDE,-5.5,-8.0,-5.2,-4.5,-6.0,-6.2,-5.7,-4.8,-5.5,-5.0,-6.5,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
SHADE UVAGUARD; OXYBENZONE,-7.4,-6.4,-5.8,-3.6,-6.9,-4.7,-7.5,-4.6,-4.9,-5.1,-6.6,COc1ccc(C(=O)c2ccccc2)c(O)c1
